numt, mode, chunksize
192, 1, static, 797.350803, -0.000000
188, 1, static, 787.459276, 0.000000
184, 1, static, 772.950446, 0.000000
180, 1, static, 806.744657, -0.000000
176, 1, static, 809.367545, 0.000000
172, 1, static, 749.902345, -0.000000
168, 1, static, 805.096507, -0.000000
164, 1, static, 769.375146, 0.000000
160, 1, static, 746.577520, 0.000000
156, 1, static, 802.289451, 0.000000
152, 1, static, 793.817301, -0.000000
148, 1, static, 687.124471, -0.000000
144, 1, static, 809.161577, 0.000000
140, 1, static, 799.507388, 0.000000
136, 1, static, 788.964408, -0.000000
132, 1, static, 767.392578, -0.000000
128, 1, static, 802.239718, -0.000000
126, 1, static, 792.918112, -0.000000
124, 1, static, 747.738117, -0.000000
122, 1, static, 817.621723, -0.000000
120, 1, static, 811.556285, 0.000000
118, 1, static, 706.866195, -0.000000
116, 1, static, 803.880523, -0.000000
114, 1, static, 813.858110, -0.000000
112, 1, static, 745.343995, 0.000000
110, 1, static, 799.711811, -0.000000
108, 1, static, 782.992680, -0.000000
106, 1, static, 777.759248, 0.000000
104, 1, static, 771.896890, -0.000000
102, 1, static, 810.360594, -0.000000
100, 1, static, 801.400723, 0.000000
98, 1, static, 744.237867, -0.000000
96, 1, static, 812.011418, 0.000000
94, 1, static, 791.873522, -0.000000
92, 1, static, 746.740309, -0.000000
90, 1, static, 800.029667, 0.000000
88, 1, static, 807.283886, 0.000000
86, 1, static, 719.088840, 0.000000
84, 1, static, 813.958193, 0.000000
82, 1, static, 811.562321, 0.000000
80, 1, static, 752.058569, 0.000000
78, 1, static, 770.826496, 0.000000
76, 1, static, 803.382653, -0.000000
74, 1, static, 804.340303, -0.000000
72, 1, static, 733.548569, 0.000000
70, 1, static, 785.989975, 0.000000
68, 1, static, 741.604565, 0.000000
66, 1, static, 751.392032, -0.000000
64, 1, static, 780.703572, 0.000000
62, 1, static, 777.983983, 0.000000
60, 1, static, 726.715055, 0.000000
58, 1, static, 802.768468, 0.000000
56, 1, static, 782.753181, -0.000000
54, 1, static, 741.339784, -0.000000
52, 1, static, 750.710538, -0.000000
50, 1, static, 772.941432, -0.000000
48, 1, static, 793.214280, -0.000000
46, 1, static, 749.904562, -0.000000
44, 1, static, 795.572933, 0.000000
42, 1, static, 797.229806, -0.000000
40, 1, static, 735.861666, -0.000000
38, 1, static, 792.000819, 0.000000
36, 1, static, 762.882009, 0.000000
34, 1, static, 710.018421, -0.000000
32, 1, static, 800.252090, -0.000000
30, 1, static, 783.179464, 0.000000
28, 1, static, 740.365867, -0.000000
26, 1, static, 790.369039, 0.000000
24, 1, static, 762.893404, -0.000000
22, 1, static, 734.351811, -0.000000
20, 1, static, 784.066879, 0.000000
18, 1, static, 775.201443, 0.000000
16, 1, static, 746.443974, 0.000000
14, 1, static, 614.116004, -0.000000
12, 1, static, 729.957132, -0.000000
10, 1, static, 616.119373, -0.000000
8, 1, static, 724.661770, -0.000000
6, 1, static, 462.522445, 0.000000
4, 1, static, 434.158071, 0.000000
2, 1, static, 250.763986, -0.000000
1, 1, static, 188.112502, -0.000000
192, 4096, static, 707.121361, 0.000000
188, 4096, static, 793.452044, -0.000000
184, 4096, static, 812.462783, -0.000000
180, 4096, static, 780.618991, -0.000000
176, 4096, static, 765.353566, 0.000000
172, 4096, static, 772.032838, -0.000000
168, 4096, static, 803.486890, -0.000000
164, 4096, static, 742.650745, -0.000000
160, 4096, static, 789.386586, -0.000000
156, 4096, static, 809.298296, 0.000000
152, 4096, static, 746.384408, -0.000000
148, 4096, static, 809.161883, 0.000000
144, 4096, static, 801.647955, 0.000000
140, 4096, static, 748.724189, -0.000000
136, 4096, static, 804.784430, -0.000000
132, 4096, static, 814.073744, -0.000000
128, 4096, static, 787.709176, 0.000000
126, 4096, static, 768.785096, 0.000000
124, 4096, static, 808.010507, 0.000000
122, 4096, static, 802.860170, -0.000000
120, 4096, static, 705.258139, 0.000000
118, 4096, static, 801.348301, -0.000000
116, 4096, static, 808.211240, -0.000000
114, 4096, static, 745.622284, 0.000000
112, 4096, static, 777.289495, -0.000000
110, 4096, static, 801.584170, 0.000000
108, 4096, static, 752.980771, -0.000000
106, 4096, static, 790.182967, 0.000000
104, 4096, static, 804.644090, 0.000000
102, 4096, static, 799.937223, -0.000000
100, 4096, static, 720.732708, 0.000000
98, 4096, static, 806.337226, -0.000000
96, 4096, static, 802.003183, 0.000000
94, 4096, static, 742.876759, 0.000000
92, 4096, static, 807.903096, 0.000000
90, 4096, static, 808.161488, 0.000000
88, 4096, static, 721.883967, -0.000000
86, 4096, static, 800.771599, -0.000000
84, 4096, static, 772.565593, 0.000000
82, 4096, static, 768.767934, -0.000000
80, 4096, static, 783.723962, -0.000000
78, 4096, static, 810.914277, 0.000000
76, 4096, static, 799.309117, -0.000000
74, 4096, static, 743.078492, 0.000000
72, 4096, static, 796.651332, 0.000000
70, 4096, static, 794.501507, 0.000000
68, 4096, static, 740.893877, -0.000000
66, 4096, static, 807.852742, 0.000000
64, 4096, static, 770.457241, 0.000000
62, 4096, static, 739.898430, -0.000000
60, 4096, static, 793.121657, 0.000000
58, 4096, static, 766.930452, 0.000000
56, 4096, static, 744.460528, 0.000000
54, 4096, static, 796.833158, -0.000000
52, 4096, static, 788.767414, 0.000000
50, 4096, static, 744.133175, -0.000000
48, 4096, static, 763.973023, 0.000000
46, 4096, static, 790.846883, 0.000000
44, 4096, static, 772.532117, 0.000000
42, 4096, static, 739.851501, -0.000000
40, 4096, static, 774.526770, 0.000000
38, 4096, static, 792.293322, -0.000000
36, 4096, static, 725.956754, 0.000000
34, 4096, static, 800.679734, 0.000000
32, 4096, static, 784.906561, 0.000000
30, 4096, static, 728.895669, 0.000000
28, 4096, static, 780.205512, 0.000000
26, 4096, static, 780.192990, 0.000000
24, 4096, static, 743.192352, 0.000000
22, 4096, static, 753.117553, -0.000000
20, 4096, static, 752.458273, 0.000000
18, 4096, static, 759.176763, -0.000000
16, 4096, static, 701.192300, -0.000000
14, 4096, static, 727.357183, -0.000000
12, 4096, static, 691.807249, 0.000000
10, 4096, static, 683.072875, 0.000000
8, 4096, static, 720.887136, -0.000000
6, 4096, static, 503.956575, 0.000000
4, 4096, static, 467.782820, -0.000000
2, 4096, static, 270.452857, -0.000000
1, 4096, static, 188.892078, -0.000000
192, 1, dynamic, 736.962973, -0.000000
188, 1, dynamic, 804.136898, 0.000000
184, 1, dynamic, 802.493069, 0.000000
180, 1, dynamic, 667.777594, 0.000000
176, 1, dynamic, 799.558024, 0.000000
172, 1, dynamic, 805.316451, 0.000000
168, 1, dynamic, 765.114042, 0.000000
164, 1, dynamic, 777.543940, -0.000000
160, 1, dynamic, 812.998945, 0.000000
156, 1, dynamic, 810.621344, 0.000000
152, 1, dynamic, 743.441683, -0.000000
148, 1, dynamic, 812.874778, 0.000000
144, 1, dynamic, 802.497904, 0.000000
140, 1, dynamic, 741.688856, 0.000000
136, 1, dynamic, 800.464396, -0.000000
132, 1, dynamic, 803.162664, -0.000000
128, 1, dynamic, 711.093718, 0.000000
126, 1, dynamic, 801.788645, 0.000000
124, 1, dynamic, 796.395524, -0.000000
122, 1, dynamic, 747.636479, -0.000000
120, 1, dynamic, 765.185030, -0.000000
118, 1, dynamic, 753.276109, -0.000000
116, 1, dynamic, 739.013852, 0.000000
114, 1, dynamic, 712.331771, -0.000000
112, 1, dynamic, 794.177312, -0.000000
110, 1, dynamic, 814.895935, 0.000000
108, 1, dynamic, 736.371535, -0.000000
106, 1, dynamic, 747.855421, -0.000000
104, 1, dynamic, 802.551192, 0.000000
102, 1, dynamic, 741.238998, -0.000000
100, 1, dynamic, 811.115908, 0.000000
98, 1, dynamic, 773.237061, -0.000000
96, 1, dynamic, 739.488268, 0.000000
94, 1, dynamic, 762.025095, -0.000000
92, 1, dynamic, 781.274119, -0.000000
90, 1, dynamic, 756.539333, -0.000000
88, 1, dynamic, 795.999462, 0.000000
86, 1, dynamic, 805.609729, -0.000000
84, 1, dynamic, 811.536219, -0.000000
82, 1, dynamic, 736.379769, -0.000000
80, 1, dynamic, 785.870127, -0.000000
78, 1, dynamic, 812.088572, -0.000000
76, 1, dynamic, 730.161226, 0.000000
74, 1, dynamic, 797.521825, -0.000000
72, 1, dynamic, 793.637113, 0.000000
70, 1, dynamic, 737.709656, -0.000000
68, 1, dynamic, 796.534642, -0.000000
66, 1, dynamic, 787.571845, 0.000000
64, 1, dynamic, 742.193914, 0.000000
62, 1, dynamic, 781.433902, 0.000000
60, 1, dynamic, 765.652496, -0.000000
58, 1, dynamic, 811.083088, -0.000000
56, 1, dynamic, 713.551903, 0.000000
54, 1, dynamic, 802.037064, -0.000000
52, 1, dynamic, 798.051810, -0.000000
50, 1, dynamic, 714.413030, -0.000000
48, 1, dynamic, 795.695116, -0.000000
46, 1, dynamic, 805.017182, -0.000000
44, 1, dynamic, 712.886252, 0.000000
42, 1, dynamic, 788.086294, -0.000000
40, 1, dynamic, 748.664491, 0.000000
38, 1, dynamic, 735.894242, 0.000000
36, 1, dynamic, 798.350308, 0.000000
34, 1, dynamic, 789.707472, -0.000000
32, 1, dynamic, 760.054322, -0.000000
30, 1, dynamic, 688.595143, -0.000000
28, 1, dynamic, 741.624703, 0.000000
26, 1, dynamic, 771.052044, 0.000000
24, 1, dynamic, 772.992899, -0.000000
22, 1, dynamic, 794.429488, -0.000000
20, 1, dynamic, 759.955340, -0.000000
